Time (ms),Accelerometer X (mGal),Accelerometer Y (mGal),Accelerometer Z (mGal),Gyro X,Gyro Y,Gyro Z,Locomotion,Arm Motion,Arm Object
522761,-856,385,-28,132,53,-276,0,0,0
522795,-929,365,76,-72,110,25,0,0,0
522828,-924,270,130,-217,117,177,0,0,0
522861,-984,208,153,-290,175,111,0,0,0
522895,-992,140,195,-373,124,44,0,0,0
522928,-1010,144,163,-88,30,-92,0,0,0
522961,-1035,194,118,-75,-104,-132,0,0,0
522995,-1020,186,87,-156,-57,-112,0,0,0
523028,-1003,164,66,-129,-29,-120,0,0,0
523061,-991,179,97,-149,-52,-132,0,0,0
523095,-965,177,68,-168,-8,-162,0,0,0
523128,-984,145,115,-140,113,-157,0,0,0
523161,-957,215,162,-25,66,-75,0,0,0
523195,-949,234,137,18,-46,27,0,0,0
523228,-893,237,71,-148,103,99,0,0,0
523261,-919,228,165,-311,80,161,0,0,0
523295,-940,223,138,-362,70,202,0,0,0
523328,-988,147,92,-398,76,241,0,0,0
523361,-976,51,67,-214,120,135,0,0,0
523395,-1001,92,116,108,52,108,0,0,0
523428,-953,154,65,392,3,97,0,0,0
523461,-868,270,77,431,38,267,0,0,0
523495,-732,425,-17,249,319,448,0,0,0
523528,-704,641,22,-451,646,750,0,0,0
523561,-758,705,-13,-1309,854,1276,0,0,0
523595,-847,717,-363,-1782,1600,1706,0,0,0
523628,-1098,677,-365,-2469,2493,2237,0,0,0
523661,-1412,281,153,-3234,1985,2493,0,0,0
523695,-1134,-62,9,-3318,892,1974,0,0,0
523728,-1103,171,-73,-1372,594,1457,0,0,0
523761,-1055,356,-1,-820,179,1213,0,0,0
523795,-931,389,57,-671,70,809,0,0,0
523828,-962,455,166,-186,-179,693,0,0,0
523861,-865,499,121,509,-571,430,0,0,0
523895,-784,617,-27,598,-512,331,0,0,0
523928,-784,612,-51,186,-270,191,0,0,0
523961,-822,513,52,465,-315,-8,0,0,0
523995,-801,505,43,819,-525,-159,0,0,0
524028,-813,464,36,1201,-579,-355,0,0,0
524061,-816,459,17,1591,-619,-606,0,0,0
524095,-857,522,6,1876,-688,-781,0,0,0
524128,-881,684,-33,1628,-701,-718,0,0,0
524161,-846,699,-83,1113,-648,-630,0,0,0
524195,-821,635,-103,803,-487,-554,0,0,0
524228,-885,623,-29,514,-368,-527,0,0,0
524261,-935,559,56,225,-431,-569,0,0,0
524295,-961,460,55,189,-596,-624,0,0,0
524328,-946,423,8,358,-668,-709,0,0,0
524361,-921,492,-28,314,-607,-768,0,0,0
524395,-900,519,-56,169,-517,-727,0,0,0
524428,-879,539,-74,-1,-463,-617,0,0,0
524461,-873,485,-30,-74,-362,-511,0,0,0
524495,-860,447,21,-184,-307,-338,0,0,0
524528,-847,412,30,-264,-196,-234,0,0,0
524561,-843,412,73,-218,-168,-74,0,0,0
524595,-861,426,99,-32,-141,110,0,0,0
524628,-832,484,40,21,-112,328,0,0,0
524661,-799,511,31,-130,5,580,0,0,0
524695,-756,486,88,-221,79,707,0,0,0
524728,-766,600,119,-334,168,878,0,0,0
524761,-727,599,53,-828,318,902,0,0,0
524795,-729,472,-29,-1296,698,743,0,0,0
524828,-800,453,-81,-1294,1148,678,0,0,0
524861,-708,525,-144,-1334,1442,659,0,0,0
524895,-540,271,38,-1414,1759,516,0,0,0
524928,-584,315,426,-1222,1402,-61,0,0,0
524961,-505,335,248,-478,577,-431,0,0,0
524995,-897,642,-184,454,632,-728,0,0,0
525028,-1146,688,-343,-361,999,-294,0,0,0
525061,-1157,488,-399,-1544,1452,19,0,0,0
525095,-1368,258,157,-959,1089,134,0,0,0
525128,-1120,260,201,947,-196,274,0,0,0
525161,-1123,546,-152,521,-295,163,0,0,0
525195,-950,525,-237,-171,-124,156,0,0,0
525228,-938,475,-121,46,197,257,0,0,0
525261,-939,537,-29,67,10,224,0,0,0
525295,-942,577,-23,-297,-109,212,0,0,0
525328,-918,469,-25,-212,-151,308,0,0,0
525361,-865,455,-16,19,-172,177,0,0,0
525395,-806,550,-36,16,-217,138,0,0,0
525428,-756,527,-74,75,-184,77,0,0,0
525461,-777,553,-95,35,-18,10,0,0,0
525495,-850,544,-70,-36,106,8,0,0,0
525528,-930,491,-12,138,68,-14,0,0,0
525561,-931,478,25,226,-62,-88,0,0,0
525595,-889,437,9,372,-212,-228,0,0,0
525628,-847,461,37,492,-186,-369,0,0,0
525661,-824,507,81,307,-141,-423,0,0,0
525695,-822,515,90,66,-218,-517,0,0,0
525728,-801,522,33,86,-240,-490,0,0,0
525761,-770,648,5,66,-207,-383,0,0,0
525795,-761,706,19,-429,-164,-221,0,0,0
525828,-744,694,65,-1079,-142,-22,0,0,0
525861,-741,639,70,-1162,-219,105,0,0,0
525895,-704,561,-33,-639,-148,185,0,0,0
525928,-806,623,-86,-342,54,101,0,0,0
525961,-872,662,-117,-897,208,91,0,0,0
525995,-1003,577,-135,-1479,306,167,0,0,0
526028,-1092,446,-85,-935,62,290,0,0,0
526061,-1197,463,-67,-168,-37,610,0,0,0
526095,-1246,477,-42,-65,-92,781,0,0,0
526128,-1194,418,24,-173,31,982,0,0,0
526161,-1159,347,136,-289,171,1004,0,0,0
526195,-1131,345,228,-417,185,800,0,0,0
526228,-1078,318,275,-615,-17,438,0,0,0
526261,-970,292,245,-566,-240,32,0,0,0
526295,-935,322,212,-302,-454,-406,0,0,0
526328,-900,378,181,-58,-627,-752,0,0,0
526361,-860,443,190,140,-799,-1028,0,0,0
526395,-868,517,200,209,-1045,-1172,0,0,0
526428,-861,554,188,416,-1319,-1164,0,0,0
526461,-850,552,181,702,-1550,-1020,0,0,0
526495,-795,519,158,1170,-1661,-691,0,0,0
526528,-713,507,124,1650,-1595,-330,0,0,0
526561,-632,527,107,1815,-1402,-181,0,0,0
526595,-533,570,110,1744,-1065,-189,0,0,0
526628,-461,613,133,1278,-703,-285,0,0,0
526661,-443,638,174,717,-374,-367,0,0,0
526695,-469,644,205,363,-157,-414,0,0,0
526728,-544,635,241,196,62,-367,0,0,0
526761,-617,622,299,68,235,-324,0,0,0
526795,-668,599,356,61,338,-208,0,0,0
526828,-699,580,380,82,407,-114,0,0,0
526861,-761,576,393,146,427,17,0,0,0
526895,-859,582,404,84,424,-30,0,0,0
526928,-937,623,405,-235,435,-4,0,0,0
526961,-1074,583,410,-530,428,-11,0,0,0
526995,-1215,559,453,-548,338,67,0,0,0
527028,-1072,443,459,-292,132,253,0,0,0
527061,-861,357,374,-71,-42,400,0,0,0
527095,-755,371,277,-95,-46,417,0,0,0
527128,-792,405,218,-176,-74,294,0,0,0
527161,-869,483,160,-225,-160,211,0,0,0
527195,-936,523,104,-343,-145,207,0,0,0
527228,-950,501,115,-467,-133,374,0,0,0
527261,-921,451,145,-471,-59,517,0,0,0
527295,-842,435,138,-328,-34,571,0,0,0
527328,-788,453,108,-189,103,641,0,0,0
527361,-757,474,101,-214,260,617,0,0,0
527395,-773,490,105,-493,492,500,0,0,0
527428,-783,467,141,-780,629,358,0,0,0
527461,-767,442,179,-855,671,238,0,0,0
527495,-755,416,215,-708,677,27,0,0,0
527528,-758,433,246,-523,632,-227,0,0,0
527561,-762,450,293,-355,482,-383,0,0,0
527595,-798,487,324,-197,299,-558,0,0,0
527628,-842,508,359,-145,134,-568,0,0,0
527661,-860,488,414,-92,10,-481,0,0,0
527695,-981,544,455,62,-157,-560,0,0,0
527728,-1059,533,385,112,-390,-470,0,0,0
527761,-1060,422,299,362,-428,-338,0,0,0
527795,-1000,270,226,486,-368,-549,0,0,0
527828,-767,277,190,290,-227,-363,0,0,0
527861,-803,229,158,-91,-63,-99,0,0,0
527895,-988,172,112,-122,-117,25,0,0,0
527928,-959,147,122,460,-120,42,0,0,0
527961,-856,149,147,1042,19,-80,0,0,0
527995,-805,234,176,1208,135,-315,0,0,0
528028,-813,326,185,976,247,-441,0,0,0
528061,-849,398,224,687,280,-451,0,0,0
528095,-791,411,235,723,265,-317,0,0,0
528128,-755,559,266,418,493,-53,0,0,0
528161,-776,612,307,-304,606,270,0,0,0
528195,-771,543,323,-803,530,517,0,0,0
528228,-860,519,333,-742,404,564,0,0,0
528261,-925,539,316,-597,277,735,0,0,0
528295,-928,472,262,-649,270,860,0,0,0
528328,-917,480,225,-916,371,888,0,0,0
528361,-871,449,210,-954,345,909,0,0,0
528395,-819,403,187,-935,283,760,0,0,0
528428,-814,381,140,-566,238,468,0,0,0
528461,-863,460,123,-101,47,222,0,0,0
528495,-844,379,65,276,37,162,0,0,0
528528,-923,403,62,760,17,-66,0,0,0
528561,-992,532,73,742,57,44,0,0,0
528595,-1124,558,83,194,141,202,0,0,0
528628,-1098,428,75,-86,197,440,0,0,0
528661,-1012,418,76,95,211,759,0,0,0
528695,-953,398,101,269,289,822,0,0,0
528728,-886,427,146,441,190,525,0,0,0
528761,-825,460,186,621,77,139,0,0,0
528795,-815,504,189,556,-53,-167,0,0,0
528828,-852,502,163,433,-61,-370,0,0,0
528861,-883,567,164,353,-96,-425,0,0,0
528895,-863,593,147,286,-184,-431,0,0,0
528928,-828,573,91,284,-244,-376,0,0,0
528961,-829,592,54,202,-182,-294,0,0,0
528995,-849,608,45,97,-125,-241,0,0,0
529028,-848,598,29,-23,-102,-169,0,0,0
529061,-845,571,19,-192,0,-135,0,0,0
529095,-856,550,36,-154,17,-84,0,0,0
529128,-856,558,43,-128,19,-71,0,0,0
529161,-865,554,57,-175,89,-23,0,0,0
529195,-873,533,63,-197,91,80,0,0,0
529228,-878,536,66,-228,131,76,0,0,0
529261,-884,518,72,-302,116,65,0,0,0
529295,-874,500,78,-328,169,63,0,0,0
529328,-864,459,79,-346,170,107,0,0,0
529361,-858,437,83,-377,203,62,0,0,0
529395,-855,429,91,-333,214,-18,0,0,0
529428,-833,427,87,-174,175,-66,0,0,0
529461,-830,439,86,-14,129,-80,0,0,0
529495,-826,471,107,70,158,-229,0,0,0
529528,-806,517,115,12,155,-289,0,0,0
529561,-804,520,115,12,149,-297,0,0,0
529595,-821,552,100,-56,171,-306,0,0,0
529628,-857,565,106,-173,187,-239,0,0,0
529661,-891,559,125,-195,158,-97,0,0,0
529695,-897,554,131,-155,110,25,0,0,0
529728,-875,528,117,-4,63,175,0,0,0
529761,-861,525,111,-32,50,194,0,0,0
529795,-856,521,102,-60,46,161,0,0,0
529828,-854,503,104,-90,54,169,0,0,0
529861,-870,491,93,-97,20,133,0,0,0
529895,-886,480,92,-137,25,142,0,0,0
529928,-892,454,96,-154,-19,86,0,0,0
529961,-905,441,101,-168,-41,49,0,0,0
529995,-916,431,108,-197,-15,14,0,0,0
530028,-928,412,105,-129,-64,-86,0,0,0
530061,-909,432,98,-16,-98,-156,0,0,0
530095,-876,443,82,-69,-77,-267,0,0,0
530128,-869,463,87,-106,-55,-314,0,0,0
530161,-858,474,89,-120,39,-326,0,0,0
530195,-850,486,88,-158,23,-327,0,0,0
530228,-842,493,93,-181,51,-305,0,0,0
530261,-830,485,85,-179,46,-293,0,0,0
530295,-826,477,87,-186,65,-189,0,0,0
530328,-828,464,84,-191,165,-95,0,0,0
530361,-829,462,84,-177,236,-14,0,0,0
530395,-836,460,96,-235,242,133,0,0,0
530428,-838,445,87,-141,280,85,0,0,0
530461,-832,452,71,-96,271,157,0,0,0
530495,-835,455,68,-122,313,239,0,0,0
530528,-870,462,77,-153,355,225,0,0,0
530561,-935,462,78,-177,338,188,0,0,0
530595,-977,439,62,-231,366,194,0,0,0
530628,-985,416,60,-245,365,229,0,0,0
530661,-990,413,63,-365,366,212,0,0,0
530695,-994,397,92,-478,358,117,0,0,0
530728,-983,359,75,-478,309,18,0,0,0
530761,-996,329,58,-311,270,-41,0,0,0
530795,-1001,309,74,-208,182,-113,0,0,0
530828,-977,309,78,-206,69,-148,0,0,0
530861,-974,315,100,-141,24,-260,0,0,0
530895,-952,344,89,-101,-70,-391,0,0,0
530928,-904,301,21,74,65,-417,0,0,0
530961,-952,381,-39,77,86,-495,0,0,0
530995,-934,487,-147,-258,339,-300,0,0,0
531028,-945,542,-173,-642,557,7,0,0,0
531061,-918,425,-128,-623,678,244,0,0,0
531095,-907,488,-63,-122,600,272,0,0,0
531128,-888,554,-39,64,508,397,0,0,0
531161,-890,529,95,-23,473,497,0,0,0
531195,-955,508,380,-38,-77,614,0,0,0
531228,-887,484,96,-43,-96,738,0,0,0
531261,-858,453,-14,-171,166,792,0,0,0
531295,-834,481,-16,-477,177,698,0,0,0
531328,-775,424,-43,-350,118,502,0,0,0
531361,-750,448,-15,0,-12,350,0,0,0
531395,-765,477,25,-6,-37,96,0,0,0
531428,-841,530,50,-72,-27,-29,0,0,0
531461,-866,500,50,60,-35,27,0,0,0
531495,-824,432,55,259,-157,20,0,0,0
531528,-769,398,91,519,-403,-160,0,0,0
531561,-746,413,99,775,-629,-325,0,0,0
531595,-914,526,32,995,-700,-408,0,0,0
531628,-851,500,-1,906,-597,-314,0,0,0
531661,-794,430,82,511,-390,-377,0,0,0
531695,-795,588,113,409,-493,-443,0,0,0
531728,-818,560,69,694,-582,-288,0,0,0
531761,-817,543,-12,713,-566,-331,0,0,0
531795,-879,588,-26,97,-364,-315,0,0,0
531828,-1021,538,-57,-441,-231,-266,0,0,0
531861,-1092,427,-71,-222,-223,-73,0,0,0
531895,-1104,363,-65,416,-284,105,0,0,0
531928,-1059,435,-82,579,-219,330,0,0,0
531961,-1028,436,-71,126,-76,380,0,0,0
531995,-1012,382,-33,-94,130,367,0,0,0
532028,-1027,378,29,-253,272,323,0,0,0
532061,-1078,387,81,-355,366,287,0,0,0
532095,-1127,413,143,-409,355,172,0,0,0
532128,-1081,411,154,-420,326,37,0,0,0
532161,-1052,476,164,-334,308,-122,0,0,0
532195,-983,521,188,-230,188,-210,0,0,0
532228,-920,501,228,-66,-29,-232,0,0,0
532261,-856,499,234,199,-313,-380,0,0,0
532295,-826,510,196,522,-525,-393,0,0,0
532328,-796,535,168,759,-666,-296,0,0,0
532361,-755,578,153,837,-765,-187,0,0,0
532395,-722,614,113,713,-792,98,0,0,0
532428,-703,604,105,431,-737,348,0,0,0
532461,-688,556,147,303,-699,572,0,0,0
532495,-682,510,176,422,-716,690,0,0,0
532528,-673,503,181,597,-725,754,0,0,0
532561,-672,512,169,530,-666,700,0,0,0
532595,-712,575,177,190,-507,520,0,0,0
532628,-790,591,203,-174,-287,380,0,0,0
532661,-847,577,231,-416,-98,289,0,0,0
532695,-814,551,193,-534,3,322,0,0,0
532728,-754,530,133,-673,60,366,0,0,0
532761,-741,536,96,-727,121,319,0,0,0
532795,-771,547,86,-590,152,141,0,0,0
532828,-813,598,82,-496,102,7,0,0,0
532861,-850,614,79,-478,140,-3,0,0,0
532895,-847,584,117,-450,235,122,0,0,0
532928,-784,563,199,-295,277,93,0,0,0
532961,-732,555,233,-368,364,74,0,0,0
532995,-701,540,218,-511,440,75,0,0,0
533028,-708,542,199,-544,495,27,0,0,0
533061,-732,546,193,-619,476,-97,0,0,0
533095,-758,522,201,-545,380,-222,0,0,0
533128,-779,521,219,-383,298,-294,0,0,0
533161,-805,542,246,-283,220,-355,0,0,0
533195,-826,554,293,-239,113,-396,0,0,0
533228,-825,544,313,-248,-47,-435,0,0,0
533261,-818,555,297,-216,-148,-517,0,0,0
533295,-861,545,343,-109,-265,-591,0,0,0
533328,-967,548,391,184,-418,-728,0,0,0
533361,-999,539,430,588,-637,-834,0,0,0
533395,-939,518,378,1049,-727,-788,0,0,0
533428,-892,574,270,977,-571,-795,0,0,0
533461,-791,620,275,68,-238,-578,0,0,0
533495,-804,538,285,-782,-3,-125,0,0,0
533528,-928,369,215,-876,-83,374,0,0,0
533561,-980,243,205,-502,-144,703,0,0,0
533595,-968,170,220,132,-324,861,0,0,0
533628,-880,179,231,805,-379,813,0,0,0
533661,-768,250,244,1149,-339,712,0,0,0
533695,-707,334,261,961,-219,455,0,0,0
533728,-698,380,299,561,-62,234,0,0,0
533761,-748,393,378,463,-64,129,0,0,0
533795,-762,408,380,517,-128,194,0,0,0
533828,-736,408,366,578,-98,159,0,0,0
533861,-717,467,365,699,-35,89,0,0,0
533895,-702,537,347,659,-8,-96,0,0,0
533928,-693,552,327,520,-44,-240,0,0,0
533961,-663,535,305,428,-34,-340,0,0,0
533995,-656,527,306,523,40,-405,0,0,0
534028,-656,568,295,569,24,-463,0,0,0
534061,-684,628,271,473,100,-458,0,0,0
534095,-777,667,283,245,96,-474,0,0,0
534128,-878,651,332,365,-9,-441,0,0,0
534161,-901,655,310,400,-25,-369,0,0,0
534195,-1004,718,307,380,9,-530,0,0,0
534228,-1098,755,284,-100,20,-451,0,0,0
534261,-1146,663,306,-414,75,-316,0,0,0
534295,-980,530,296,-672,56,236,0,0,0
534328,-869,369,219,-1119,277,545,0,0,0
534361,-923,401,242,-1083,502,468,0,0,0
534395,-1043,471,252,-1080,432,347,0,0,0
534428,-1061,433,204,-998,240,263,0,0,0
534461,-951,363,164,-722,106,234,0,0,0
534495,-762,304,175,-212,48,298,0,0,0
534528,-628,348,165,-45,24,312,0,0,0
534561,-557,395,129,-38,51,376,0,0,0
534595,-568,465,124,-119,133,354,0,0,0
534628,-595,499,125,-412,212,397,0,0,0
534661,-640,533,153,-719,320,430,0,0,0
534695,-714,555,185,-762,358,501,0,0,0
534728,-798,585,216,-762,379,540,0,0,0
534761,-874,582,259,-789,426,446,0,0,0
534795,-956,605,312,-844,482,351,0,0,0
534828,-1076,570,373,-1010,432,172,0,0,0
534861,-1093,510,521,-644,275,-233,0,0,0
534895,-927,457,449,-286,123,-257,0,0,0
534928,-891,455,297,184,150,103,0,0,0
534961,-1073,453,269,-5,10,491,0,0,0
534995,-1214,358,241,-301,-265,548,0,0,0
535028,-1124,286,211,422,-556,501,0,0,0
535061,-936,277,196,1182,-585,401,0,0,0
535095,-694,313,213,1458,-549,212,0,0,0
535128,-539,335,245,1496,-410,-41,0,0,0
535161,-438,392,235,1347,-374,-294,0,0,0
535195,-422,474,209,1026,-363,-441,0,0,0
535228,-480,531,221,606,-224,-438,0,0,0
535261,-606,569,278,358,-132,-434,0,0,0
535295,-668,560,321,371,-115,-445,0,0,0
535328,-690,577,288,379,-10,-384,0,0,0
535361,-748,646,299,238,118,-362,0,0,0
535395,-902,659,331,37,130,-224,0,0,0
535428,-1075,597,352,430,35,-183,0,0,0
535461,-1095,679,325,853,-117,-305,0,0,0
535495,-1014,732,284,331,-151,-244,0,0,0
535528,-963,715,234,-246,-123,-8,0,0,0
535561,-1026,621,136,-1016,-52,339,0,0,0
535595,-1163,588,140,-1180,59,266,0,0,0
535628,-1165,576,194,-740,-13,277,0,0,0
535661,-1046,546,176,-480,-41,414,0,0,0
535695,-834,488,139,-567,16,455,0,0,0
535728,-619,432,142,-559,88,534,0,0,0
535761,-502,393,149,-495,64,566,0,0,0
535795,-455,384,129,-506,35,578,0,0,0
535828,-435,396,110,-488,26,580,0,0,0
535861,-465,422,118,-487,115,499,0,0,0
535895,-540,505,153,-557,216,408,0,0,0
535928,-631,528,204,-607,237,202,0,0,0
535961,-831,572,247,-479,264,-64,0,0,0
535995,-917,607,265,-536,367,-315,0,0,0
536028,-1130,624,292,-547,483,-669,0,0,0
536061,-1151,655,339,-437,568,-935,0,0,0
536095,-1036,557,390,-380,670,-623,0,0,0
536128,-959,493,387,-542,641,90,0,0,0
536161,-1239,486,370,-932,363,486,0,0,0
536195,-1228,303,279,-542,-228,685,0,0,0
536228,-952,151,191,871,-622,634,0,0,0
536261,-671,236,172,1871,-655,330,0,0,0
536295,-545,402,191,1872,-429,35,0,0,0
536328,-500,512,228,1197,-207,-159,0,0,0
536361,-505,533,254,533,-19,-231,0,0,0
536395,-543,533,221,25,183,-215,0,0,0
536428,-616,522,194,-387,337,-186,0,0,0
536461,-648,538,216,-577,471,-193,0,0,0
536495,-634,532,254,-665,574,-176,0,0,0
536528,-664,578,296,-525,535,-254,0,0,0
536561,-774,627,309,-494,485,-226,0,0,0
536595,-930,642,339,-506,300,-76,0,0,0
536628,-1021,555,349,-154,131,240,0,0,0
536661,-1064,520,352,582,26,283,0,0,0
536695,-1068,718,330,740,41,40,0,0,0
536728,-1038,706,293,-121,35,197,0,0,0
536761,-1053,636,187,-838,2,461,0,0,0
536795,-1143,557,123,-1326,44,457,0,0,0
536828,-1208,497,163,-1018,43,440,0,0,0
536861,-1130,451,170,-595,-103,502,0,0,0
536895,-931,378,144,-248,-243,528,0,0,0
536928,-707,364,109,103,-297,458,0,0,0
536961,-548,353,99,308,-285,371,0,0,0
536995,-458,383,103,250,-198,287,0,0,0
537028,-454,422,118,70,-94,220,0,0,0
537061,-530,479,130,-102,10,161,0,0,0
537095,-624,524,166,-160,66,3,0,0,0
537128,-706,594,202,46,67,-8,0,0,0
537161,-722,644,207,63,182,-39,0,0,0
537195,-709,667,204,20,327,-89,0,0,0
537228,-698,690,275,-160,621,-211,0,0,0
537261,-696,632,600,-179,633,-458,0,0,0
537295,-887,758,777,398,171,-574,0,0,0
537328,-924,765,322,-185,82,-599,0,0,0
537361,-946,770,191,-201,258,-296,0,0,0
537395,-969,665,219,-998,173,22,0,0,0
537428,-1158,468,289,-1375,-143,384,0,0,0
537461,-1344,301,291,-547,-737,570,0,0,0
537495,-1204,211,231,933,-1063,778,0,0,0
537528,-880,217,169,1958,-1078,575,0,0,0
537561,-595,328,155,2103,-856,190,0,0,0
537595,-452,422,167,1518,-699,-309,0,0,0
537628,-407,438,154,820,-584,-724,0,0,0
537661,-429,422,160,515,-401,-985,0,0,0
537695,-538,495,166,457,-318,-1045,0,0,0
537728,-664,585,202,419,-175,-1002,0,0,0
537761,-700,637,263,530,-65,-897,0,0,0
537795,-671,691,302,601,-1,-700,0,0,0
537828,-675,724,290,465,75,-491,0,0,0
537861,-759,803,302,252,152,-338,0,0,0
537895,-900,797,353,51,112,-72,0,0,0
537928,-883,677,357,340,-50,86,0,0,0
537961,-936,763,269,532,40,-14,0,0,0
537995,-924,817,254,-283,258,-112,0,0,0
538028,-894,781,228,-1047,449,261,0,0,0
538061,-1031,641,137,-1843,549,622,0,0,0
538095,-1172,554,116,-1835,644,701,0,0,0
538128,-1162,518,149,-1318,612,715,0,0,0
538161,-1057,513,125,-1086,528,689,0,0,0
538195,-857,463,81,-973,454,667,0,0,0
538228,-687,427,67,-916,490,702,0,0,0
538261,-598,383,75,-823,367,714,0,0,0
538295,-550,391,81,-683,297,660,0,0,0
538328,-525,441,109,-605,318,690,0,0,0
538361,-503,464,146,-731,452,722,0,0,0
538395,-505,511,211,-838,478,663,0,0,0
538428,-561,543,224,-852,486,571,0,0,0
538461,-733,592,237,-923,503,320,0,0,0
538495,-981,629,268,-951,514,-108,0,0,0
538528,-1146,677,314,-1018,424,-371,0,0,0
538561,-1268,558,334,-642,270,-623,0,0,0
538595,-1087,518,389,-113,201,-608,0,0,0
538628,-915,475,366,44,109,-73,0,0,0
538661,-1154,452,334,-136,6,147,0,0,0
538695,-1231,443,293,-18,-444,40,0,0,0
538728,-956,311,211,756,-715,29,0,0,0
538761,-645,301,156,1454,-817,-205,0,0,0
538795,-498,400,165,1585,-700,-512,0,0,0
538828,-429,460,170,1281,-639,-658,0,0,0
538861,-380,489,120,903,-457,-760,0,0,0
538895,-416,559,129,327,-127,-797,0,0,0
538928,-523,601,181,-290,148,-884,0,0,0
538961,-660,608,249,-736,346,-769,0,0,0
538995,-767,617,302,-966,414,-534,0,0,0
539028,-820,561,344,-868,406,-284,0,0,0
539061,-834,530,374,-427,271,-79,0,0,0
539095,-961,561,431,-127,129,2,0,0,0
539128,-1068,537,422,287,-137,167,0,0,0
539161,-1224,604,403,693,-229,-53,0,0,0
539195,-1159,675,411,597,-320,-65,0,0,0
539228,-974,625,343,43,-204,319,0,0,0
539261,-1015,544,274,-815,4,692,0,0,0
539295,-1096,508,276,-1092,207,725,0,0,0
539328,-1091,483,317,-808,179,725,0,0,0
539361,-910,421,275,-504,33,775,0,0,0
539395,-707,363,217,-356,-23,784,0,0,0
539428,-529,345,194,-153,-101,730,0,0,0
539461,-423,347,176,-15,-118,654,0,0,0
539495,-397,393,154,-20,-109,512,0,0,0
539528,-420,435,148,-157,9,435,0,0,0
539561,-459,502,162,-259,195,408,0,0,0
539595,-528,556,222,-433,446,392,0,0,0
539628,-674,608,310,-650,580,272,0,0,0
539661,-991,706,450,-1003,654,74,0,0,0
539695,-1173,667,446,-1211,480,-59,0,0,0
539728,-1215,550,353,-870,492,-372,0,0,0
539761,-1076,515,459,-406,602,-467,0,0,0
539795,-1136,505,507,-406,497,143,0,0,0
539828,-1378,384,421,-528,62,641,0,0,0
539861,-1207,211,287,91,-364,605,0,0,0
539895,-885,163,233,1401,-677,385,0,0,0
539928,-609,274,204,2193,-720,73,0,0,0
539961,-444,391,211,2119,-565,-117,0,0,0
539995,-350,460,212,1488,-381,-253,0,0,0
540028,-342,511,215,694,-104,-378,0,0,0
540061,-429,543,253,-89,241,-410,0,0,0
540095,-524,540,310,-511,365,-477,0,0,0
540128,-581,526,363,-451,372,-396,0,0,0
540161,-602,533,394,-275,416,-331,0,0,0
540195,-674,605,418,-205,407,-314,0,0,0
540228,-873,650,440,-246,283,-305,0,0,0
540261,-975,556,391,110,-14,-178,0,0,0
540295,-1036,554,329,703,-117,-312,0,0,0
540328,-1067,695,349,1033,-92,-638,0,0,0
540361,-1053,803,296,639,-150,-350,0,0,0
540395,-1190,774,194,-539,43,182,0,0,0
540428,-1364,693,221,-1242,299,361,0,0,0
540461,-1235,550,324,-1004,307,600,0,0,0
540495,-982,462,311,-629,135,757,0,0,0
540528,-730,408,247,-359,-70,704,0,0,0
540561,-513,392,185,-177,-150,624,0,0,0
540595,-391,424,185,-101,-112,575,0,0,0
540628,-356,469,202,-286,-91,612,0,0,0
540661,-369,504,193,-583,1,698,0,0,0
540695,-420,501,187,-691,86,729,0,0,0
540728,-529,520,211,-657,136,729,0,0,0
540761,-799,550,229,-616,75,572,0,0,0
540795,-1006,555,231,-480,95,231,0,0,0
540828,-1110,548,276,-275,105,-109,0,0,0
540861,-1187,591,319,-55,324,-609,0,0,0
540895,-1114,578,433,-78,620,-553,0,0,0
